hour,day_of_week,month,is_weekend,is_holiday,weather_code,road_type_enc,road_type,incident,base_capacity,congestion_pct,travel_mult
21,0,7,0,0,2,1,city,0,70,39.6,1.802
21,0,7,0,0,2,2,bypass,0,85,26.6,1.539
22,0,7,0,0,1,0,highway,0,100,19.8,1.312
22,0,7,0,0,1,1,city,0,70,26.0,1.409
22,0,7,0,0,1,2,bypass,0,85,24.8,1.39
23,0,7,0,0,1,0,highway,0,100,48.6,1.765
23,0,7,0,0,1,1,city,0,70,50.4,1.794
23,0,7,0,0,1,2,bypass,0,85,37.6,1.593
0,1,7,0,0,2,0,highway,0,100,10.4,1.21
0,1,7,0,0,2,1,city,0,70,8.9,1.181
0,1,7,0,0,2,2,bypass,0,85,6.3,1.127
1,1,7,0,0,0,0,highway,0,100,2.8,1.043
1,1,7,0,0,0,1,city,0,70,3.7,1.055
1,1,7,0,0,0,2,bypass,0,85,2.0,1.03
2,1,7,0,0,1,0,highway,0,100,13.9,1.218
2,1,7,0,0,1,1,city,0,70,14.4,1.227
2,1,7,0,0,1,2,bypass,0,85,9.3,1.146
3,1,7,0,0,1,0,highway,0,100,8.5,1.133
3,1,7,0,0,1,1,city,0,70,9.7,1.152
3,1,7,0,0,1,2,bypass,0,85,4.6,1.073
4,1,7,0,0,2,0,highway,0,100,8.4,1.171
4,1,7,0,0,2,1,city,0,70,4.5,1.091
4,1,7,0,0,2,2,bypass,0,85,6.5,1.132
5,1,7,0,0,0,0,highway,0,100,4.7,1.07
5,1,7,0,0,0,1,city,0,70,7.3,1.11
5,1,7,0,0,0,2,bypass,0,85,11.7,1.176
6,1,7,0,0,1,0,highway,0,100,61.4,1.967
6,1,7,0,0,1,1,city,0,70,70.2,2.106
6,1,7,0,0,1,2,bypass,0,85,51.2,1.806
7,1,7,0,0,2,0,highway,0,100,55.1,2.116
7,1,7,0,0,2,1,city,0,70,57.9,2.171
7,1,7,0,0,2,2,bypass,0,85,46.3,1.937
8,1,7,0,0,1,0,highway,0,100,71.4,2.125
8,1,7,0,0,1,1,city,0,70,76.0,2.196
8,1,7,0,0,1,2,bypass,0,85,56.9,1.896
9,1,7,0,0,0,0,highway,0,100,63.4,1.951
9,1,7,0,0,0,1,city,0,70,65.1,1.977
9,1,7,0,0,0,2,bypass,0,85,57.7,1.865
10,1,7,0,0,2,0,highway,0,100,94.5,2.914
10,1,7,0,0,2,1,city,0,70,93.7,2.898
10,1,7,0,0,2,2,bypass,0,85,74.1,2.5
11,1,7,0,0,1,0,highway,0,100,38.2,1.601
11,1,7,0,0,1,1,city,0,70,39.0,1.614
11,1,7,0,0,1,2,bypass,0,85,32.3,1.509
12,1,7,0,0,1,0,highway,1,100,87.1,2.372
12,1,7,0,0,1,1,city,1,70,98.0,2.543
12,1,7,0,0,1,2,bypass,1,85,77.6,2.222
13,1,7,0,0,0,0,highway,0,100,49.1,1.737
13,1,7,0,0,0,1,city,0,70,59.0,1.885
13,1,7,0,0,0,2,bypass,0,85,42.2,1.632
14,1,7,0,0,1,0,highway,0,100,39.8,1.626
14,1,7,0,0,1,1,city,0,70,49.9,1.785
14,1,7,0,0,1,2,bypass,0,85,32.7,1.515
15,1,7,0,0,1,0,highway,1,100,30.7,1.483
15,1,7,0,0,1,1,city,1,70,32.7,1.515
15,1,7,0,0,1,2,bypass,1,85,31.9,1.503
16,1,7,0,0,0,0,highway,0,100,20.6,1.31
16,1,7,0,0,0,1,city,0,70,30.5,1.458
16,1,7,0,0,0,2,bypass,0,85,17.8,1.268
17,1,7,0,0,0,0,highway,0,100,78.1,2.172
17,1,7,0,0,0,1,city,0,70,87.4,2.311
17,1,7,0,0,0,2,bypass,0,85,69.1,2.037
18,1,7,0,0,2,0,highway,0,100,95.1,2.926
18,1,7,0,0,2,1,city,0,70,98.0,2.985
18,1,7,0,0,2,2,bypass,0,85,79.3,2.606
19,1,7,0,0,0,0,highway,0,100,87.9,2.318
19,1,7,0,0,0,1,city,0,70,93.2,2.398
19,1,7,0,0,0,2,bypass,0,85,74.3,2.115
20,1,7,0,0,0,0,highway,0,100,92.2,2.382
20,1,7,0,0,0,1,city,0,70,98.0,2.47
20,1,7,0,0,0,2,bypass,0,85,84.3,2.265
21,1,7,0,0,1,0,highway,0,100,21.0,1.331
21,1,7,0,0,1,1,city,0,70,24.7,1.389
21,1,7,0,0,1,2,bypass,0,85,16.2,1.255
22,1,7,0,0,2,0,highway,0,100,45.3,1.917
22,1,7,0,0,2,1,city,0,70,46.5,1.941
22,1,7,0,0,2,2,bypass,0,85,40.1,1.811
23,1,7,0,0,0,0,highway,0,100,19.4,1.291
23,1,7,0,0,0,1,city,0,70,20.0,1.3
23,1,7,0,0,0,2,bypass,0,85,21.4,1.321
0,2,7,0,0,1,0,highway,0,100,16.7,1.264
0,2,7,0,0,1,1,city,0,70,10.5,1.165
0,2,7,0,0,1,2,bypass,0,85,6.2,1.098
1,2,7,0,0,0,0,highway,0,100,2.0,1.03
1,2,7,0,0,0,1,city,0,70,9.0,1.135
1,2,7,0,0,0,2,bypass,0,85,2.0,1.03
2,2,7,0,0,0,0,highway,0,100,8.5,1.128
2,2,7,0,0,0,1,city,0,70,13.0,1.195
2,2,7,0,0,0,2,bypass,0,85,12.0,1.18
3,2,7,0,0,0,0,highway,0,100,11.4,1.172
3,2,7,0,0,0,1,city,0,70,7.1,1.106
3,2,7,0,0,0,2,bypass,0,85,10.2,1.153
4,2,7,0,0,2,0,highway,0,100,14.3,1.29
4,2,7,0,0,2,1,city,0,70,11.8,1.238
4,2,7,0,0,2,2,bypass,0,85,4.0,1.082
5,2,7,0,0,0,0,highway,0,100,3.6,1.054
5,2,7,0,0,0,1,city,0,70,2.3,1.035
5,2,7,0,0,0,2,bypass,0,85,6.5,1.098
6,2,7,0,0,0,0,highway,0,100,36.9,1.553
6,2,7,0,0,0,1,city,0,70,38.3,1.574
6,2,7,0,0,0,2,bypass,0,85,34.9,1.523
7,2,7,0,0,1,0,highway,0,100,44.1,1.694
7,2,7,0,0,1,1,city,0,70,49.3,1.776
7,2,7,0,0,1,2,bypass,0,85,43.6,1.687
8,2,7,0,0,2,0,highway,0,100,98.0,2.985
8,2,7,0,0,2,1,city,0,70,96.0,2.943
8,2,7,0,0,2,2,bypass,0,85,86.8,2.757
9,2,7,0,0,0,0,highway,0,100,86.5,2.297
9,2,7,0,0,0,1,city,0,70,93.8,2.407
9,2,7,0,0,0,2,bypass,0,85,75.2,2.128
10,2,7,0,0,1,0,highway,0,100,82.8,2.304
10,2,7,0,0,1,1,city,0,70,77.0,2.213
10,2,7,0,0,1,2,bypass,0,85,58.4,1.919
11,2,7,0,0,0,0,highway,0,100,20.6,1.309
11,2,7,0,0,0,1,city,0,70,15.6,1.234
11,2,7,0,0,0,2,bypass,0,85,15.3,1.229
12,2,7,0,0,1,0,highway,0,100,70.0,2.102
12,2,7,0,0,1,1,city,0,70,70.3,2.107
12,2,7,0,0,1,2,bypass,0,85,54.7,1.862
13,2,7,0,0,1,0,highway,0,100,56.4,1.888
13,2,7,0,0,1,1,city,0,70,57.8,1.91
13,2,7,0,0,1,2,bypass,0,85,48.6,1.765
14,2,7,0,0,1,0,highway,0,100,51.3,1.808
14,2,7,0,0,1,1,city,0,70,65.0,2.023
14,2,7,0,0,1,2,bypass,0,85,45.7,1.72
15,2,7,0,0,1,0,highway,0,100,21.3,1.335
15,2,7,0,0,1,1,city,0,70,20.5,1.323
15,2,7,0,0,1,2,bypass,0,85,10.4,1.164
16,2,7,0,0,1,0,highway,0,100,50.9,1.802
16,2,7,0,0,1,1,city,0,70,51.3,1.808
16,2,7,0,0,1,2,bypass,0,85,41.6,1.655
17,2,7,0,0,0,0,highway,0,100,84.4,2.267
17,2,7,0,0,0,1,city,0,70,98.0,2.47
17,2,7,0,0,0,2,bypass,0,85,75.8,2.137
18,2,7,0,0,1,0,highway,0,100,86.1,2.356
18,2,7,0,0,1,1,city,0,70,92.2,2.452
18,2,7,0,0,1,2,bypass,0,85,73.4,2.156
19,2,7,0,0,0,0,highway,0,100,89.2,2.338
19,2,7,0,0,0,1,city,0,70,95.7,2.436
19,2,7,0,0,0,2,bypass,0,85,72.4,2.086
20,2,7,0,0,2,0,highway,0,100,96.4,2.953
20,2,7,0,0,2,1,city,0,70,94.3,2.91
20,2,7,0,0,2,2,bypass,0,85,92.2,2.867
21,2,7,0,0,2,0,highway,0,100,36.6,1.741
21,2,7,0,0,2,1,city,0,70,41.6,1.842
21,2,7,0,0,2,2,bypass,0,85,32.0,1.648
22,2,7,0,0,2,0,highway,1,100,43.0,1.872
22,2,7,0,0,2,1,city,1,70,52.1,2.055
22,2,7,0,0,2,2,bypass,1,85,39.3,1.795
23,2,7,0,0,2,0,highway,0,100,53.6,2.084
23,2,7,0,0,2,1,city,0,70,64.6,2.308
23,2,7,0,0,2,2,bypass,0,85,42.8,1.868
0,3,8,0,0,1,0,highway,0,100,6.6,1.104
0,3,8,0,0,1,1,city,0,70,3.3,1.052
0,3,8,0,0,1,2,bypass,0,85,4.4,1.07
1,3,8,0,0,2,0,highway,0,100,8.5,1.173
1,3,8,0,0,2,1,city,0,70,10.7,1.216
1,3,8,0,0,2,2,bypass,0,85,11.6,1.236
2,3,8,0,0,0,0,highway,0,100,9.7,1.145
2,3,8,0,0,0,1,city,0,70,7.1,1.107
2,3,8,0,0,0,2,bypass,0,85,10.7,1.16
3,3,8,0,0,1,0,highway,0,100,4.7,1.075
3,3,8,0,0,1,1,city,0,70,4.1,1.064
3,3,8,0,0,1,2,bypass,0,85,2.0,1.032
4,3,8,0,0,1,0,highway,1,100,5.1,1.08
4,3,8,0,0,1,1,city,1,70,8.2,1.129
4,3,8,0,0,1,2,bypass,1,85,9.0,1.141
5,3,8,0,0,1,0,highway,0,100,10.2,1.16
5,3,8,0,0,1,1,city,0,70,12.8,1.201
5,3,8,0,0,1,2,bypass,0,85,10.4,1.163
6,3,8,0,0,2,0,highway,0,100,46.0,1.932
6,3,8,0,0,2,1,city,0,70,53.3,2.08
6,3,8,0,0,2,2,bypass,0,85,45.9,1.929
7,3,8,0,0,0,0,highway,0,100,30.5,1.457
7,3,8,0,0,0,1,city,0,70,36.4,1.545
7,3,8,0,0,0,2,bypass,0,85,29.6,1.444
8,3,8,0,0,1,0,highway,0,100,96.7,2.523
8,3,8,0,0,1,1,city,0,70,98.0,2.543
8,3,8,0,0,1,2,bypass,0,85,82.6,2.301
9,3,8,0,0,2,0,highway,0,100,94.5,2.913
9,3,8,0,0,2,1,city,0,70,92.4,2.872
9,3,8,0,0,2,2,bypass,0,85,92.5,2.874
10,3,8,0,0,0,0,highway,0,100,66.3,1.994
10,3,8,0,0,0,1,city,0,70,74.6,2.119
10,3,8,0,0,0,2,bypass,0,85,58.9,1.884
11,3,8,0,0,1,0,highway,0,100,33.4,1.526
11,3,8,0,0,1,1,city,0,70,37.5,1.591
11,3,8,0,0,1,2,bypass,0,85,26.2,1.413
12,3,8,0,0,2,0,highway,0,100,54.3,2.1
12,3,8,0,0,2,1,city,0,70,56.4,2.141
12,3,8,0,0,2,2,bypass,0,85,48.1,1.974
13,3,8,0,0,1,0,highway,0,100,35.6,1.561
13,3,8,0,0,1,1,city,0,70,43.5,1.686
13,3,8,0,0,1,2,bypass,0,85,32.5,1.512
14,3,8,0,0,1,0,highway,0,100,52.0,1.819
14,3,8,0,0,1,1,city,0,70,64.0,2.008
14,3,8,0,0,1,2,bypass,0,85,49.9,1.786
15,3,8,0,0,0,0,highway,0,100,21.6,1.324
15,3,8,0,0,0,1,city,0,70,18.7,1.281
15,3,8,0,0,0,2,bypass,0,85,15.8,1.238
16,3,8,0,0,1,0,highway,0,100,30.0,1.473
16,3,8,0,0,1,1,city,0,70,28.3,1.446
16,3,8,0,0,1,2,bypass,0,85,23.1,1.364
17,3,8,0,0,2,0,highway,0,100,98.0,2.985
17,3,8,0,0,2,1,city,0,70,98.0,2.985
17,3,8,0,0,2,2,bypass,0,85,98.0,2.985
18,3,8,0,0,1,0,highway,0,100,82.3,2.297
18,3,8,0,0,1,1,city,0,70,92.4,2.455
18,3,8,0,0,1,2,bypass,0,85,70.8,2.115
19,3,8,0,0,1,0,highway,0,100,78.9,2.242
19,3,8,0,0,1,1,city,0,70,82.4,2.297
19,3,8,0,0,1,2,bypass,0,85,72.4,2.14
20,3,8,0,0,0,0,highway,0,100,74.7,2.12
20,3,8,0,0,0,1,city,0,70,78.1,2.172
20,3,8,0,0,0,2,bypass,0,85,60.9,1.914
21,3,8,0,0,0,0,highway,0,100,25.5,1.382
21,3,8,0,0,0,1,city,0,70,35.6,1.534
21,3,8,0,0,0,2,bypass,0,85,25.1,1.376
22,3,8,0,0,2,0,highway,0,100,32.9,1.666
22,3,8,0,0,2,1,city,0,70,32.0,1.649
22,3,8,0,0,2,2,bypass,0,85,29.7,1.601
23,3,8,0,0,1,0,highway,0,100,44.4,1.699
23,3,8,0,0,1,1,city,0,70,49.8,1.785
23,3,8,0,0,1,2,bypass,0,85,43.4,1.684
0,4,8,0,0,1,0,highway,0,100,8.4,1.132
0,4,8,0,0,1,1,city,0,70,10.6,1.167
0,4,8,0,0,1,2,bypass,0,85,6.6,1.104
1,4,8,0,0,0,0,highway,0,100,10.2,1.153
1,4,8,0,0,0,1,city,0,70,2.0,1.03
1,4,8,0,0,0,2,bypass,0,85,9.6,1.144
2,4,8,0,0,1,0,highway,0,100,5.8,1.091
2,4,8,0,0,1,1,city,0,70,5.6,1.089
2,4,8,0,0,1,2,bypass,0,85,3.4,1.054
3,4,8,0,0,2,0,highway,0,100,10.0,1.203
3,4,8,0,0,2,1,city,0,70,15.0,1.304
3,4,8,0,0,2,2,bypass,0,85,16.4,1.333
4,4,8,0,0,1,0,highway,0,100,5.5,1.087
4,4,8,0,0,1,1,city,0,70,8.6,1.136
4,4,8,0,0,1,2,bypass,0,85,8.4,1.132
5,4,8,0,0,0,0,highway,0,100,9.1,1.137
5,4,8,0,0,0,1,city,0,70,10.1,1.152
5,4,8,0,0,0,2,bypass,0,85,9.7,1.145
6,4,8,0,0,1,0,highway,0,100,41.1,1.648
6,4,8,0,0,1,1,city,0,70,39.7,1.626
6,4,8,0,0,1,2,bypass,0,85,32.2,1.508
7,4,8,0,0,2,0,highway,0,100,34.9,1.707
7,4,8,0,0,2,1,city,0,70,40.7,1.824
7,4,8,0,0,2,2,bypass,0,85,35.4,1.716
8,4,8,0,0,1,0,highway,0,100,93.6,2.475
8,4,8,0,0,1,1,city,0,70,98.0,2.543
8,4,8,0,0,1,2,bypass,0,85,75.5,2.189
9,4,8,0,0,2,0,highway,0,100,98.0,2.985
9,4,8,0,0,2,1,city,0,70,98.0,2.985
9,4,8,0,0,2,2,bypass,0,85,92.4,2.872
10,4,8,0,0,1,0,highway,0,100,64.9,2.023
10,4,8,0,0,1,1,city,0,70,68.4,2.078
10,4,8,0,0,1,2,bypass,0,85,58.0,1.914
11,4,8,0,0,2,0,highway,0,100,29.2,1.59
11,4,8,0,0,2,1,city,0,70,37.6,1.762
11,4,8,0,0,2,2,bypass,0,85,24.9,1.505
12,4,8,0,0,1,0,highway,0,100,62.6,1.985
12,4,8,0,0,1,1,city,0,70,71.6,2.128
12,4,8,0,0,1,2,bypass,0,85,57.3,1.902
13,4,8,0,0,0,0,highway,0,100,59.0,1.885
13,4,8,0,0,0,1,city,0,70,57.3,1.86
13,4,8,0,0,0,2,bypass,0,85,44.0,1.66
14,4,8,0,0,1,0,highway,0,100,53.2,1.837
14,4,8,0,0,1,1,city,0,70,58.3,1.918
14,4,8,0,0,1,2,bypass,0,85,33.2,1.523
15,4,8,0,0,0,0,highway,0,100,18.3,1.275
15,4,8,0,0,0,1,city,0,70,22.7,1.341
15,4,8,0,0,0,2,bypass,0,85,13.7,1.206
16,4,8,0,0,2,0,highway,0,100,19.7,1.398
16,4,8,0,0,2,1,city,0,70,21.2,1.429
16,4,8,0,0,2,2,bypass,0,85,19.0,1.385
17,4,8,0,0,2,0,highway,0,100,93.3,2.89
17,4,8,0,0,2,1,city,0,70,98.0,2.985
17,4,8,0,0,2,2,bypass,0,85,81.3,2.646
18,4,8,0,0,1,0,highway,0,100,96.1,2.514
18,4,8,0,0,1,1,city,0,70,97.8,2.54
18,4,8,0,0,1,2,bypass,0,85,75.6,2.191
19,4,8,0,0,1,0,highway,0,100,80.9,2.275
19,4,8,0,0,1,1,city,0,70,89.1,2.403
19,4,8,0,0,1,2,bypass,0,85,69.7,2.098
20,4,8,0,0,0,0,highway,0,100,78.6,2.179
20,4,8,0,0,0,1,city,0,70,83.4,2.251
20,4,8,0,0,0,2,bypass,0,85,64.5,1.968
21,4,8,0,0,2,0,highway,0,100,36.5,1.739
21,4,8,0,0,2,1,city,0,70,48.4,1.979
21,4,8,0,0,2,2,bypass,0,85,35.1,1.71
22,4,8,0,0,1,0,highway,0,100,44.2,1.697
22,4,8,0,0,1,1,city,0,70,49.2,1.775
22,4,8,0,0,1,2,bypass,0,85,40.6,1.639
23,4,8,0,0,0,0,highway,0,100,32.3,1.484
23,4,8,0,0,0,1,city,0,70,36.8,1.551
23,4,8,0,0,0,2,bypass,0,85,30.7,1.461
0,5,8,1,0,1,0,highway,0,100,12.8,1.202
0,5,8,1,0,1,1,city,0,70,4.5,1.07
0,5,8,1,0,1,2,bypass,0,85,5.8,1.092
1,5,8,1,0,0,0,highway,0,100,7.9,1.118
1,5,8,1,0,0,1,city,0,70,9.3,1.139
1,5,8,1,0,0,2,bypass,0,85,9.8,1.147
2,5,8,1,0,1,0,highway,0,100,7.5,1.118
2,5,8,1,0,1,1,city,0,70,2.0,1.032
2,5,8,1,0,1,2,bypass,0,85,2.0,1.032
3,5,8,1,0,1,0,highway,0,100,9.1,1.144
3,5,8,1,0,1,1,city,0,70,9.0,1.142
3,5,8,1,0,1,2,bypass,0,85,8.7,1.138
4,5,8,1,0,0,0,highway,0,100,9.7,1.146
4,5,8,1,0,0,1,city,0,70,12.5,1.188
4,5,8,1,0,0,2,bypass,0,85,14.1,1.211
5,5,8,1,0,2,0,highway,0,100,18.6,1.377
5,5,8,1,0,2,1,city,0,70,27.1,1.549
5,5,8,1,0,2,2,bypass,0,85,20.7,1.42
6,5,8,1,0,0,0,highway,0,100,2.0,1.03
6,5,8,1,0,0,1,city,0,70,3.8,1.056
6,5,8,1,0,0,2,bypass,0,85,5.1,1.076
7,5,8,1,0,0,0,highway,0,100,8.1,1.121
7,5,8,1,0,0,1,city,0,70,13.4,1.202
7,5,8,1,0,0,2,bypass,0,85,7.5,1.112
8,5,8,1,0,0,0,highway,0,100,7.4,1.111
8,5,8,1,0,0,1,city,0,70,14.0,1.21
8,5,8,1,0,0,2,bypass,0,85,4.2,1.063
9,5,8,1,0,2,0,highway,0,100,22.7,1.459
9,5,8,1,0,2,1,city,0,70,27.3,1.554
9,5,8,1,0,2,2,bypass,0,85,24.9,1.504
10,5,8,1,0,1,0,highway,0,100,49.4,1.778
10,5,8,1,0,1,1,city,0,70,58.8,1.926
10,5,8,1,0,1,2,bypass,0,85,40.7,1.641
11,5,8,1,0,1,0,highway,0,100,42.6,1.672
11,5,8,1,0,1,1,city,0,70,45.7,1.72
11,5,8,1,0,1,2,bypass,0,85,30.9,1.487
12,5,8,1,0,0,0,highway,0,100,49.4,1.741
12,5,8,1,0,0,1,city,0,70,51.8,1.777
12,5,8,1,0,0,2,bypass,0,85,38.0,1.57
13,5,8,1,0,0,0,highway,0,100,46.0,1.69
13,5,8,1,0,0,1,city,0,70,51.2,1.768
13,5,8,1,0,0,2,bypass,0,85,35.2,1.528
14,5,8,1,0,1,0,highway,0,100,48.7,1.767
14,5,8,1,0,1,1,city,0,70,57.3,1.903
14,5,8,1,0,1,2,bypass,0,85,45.9,1.722
15,5,8,1,0,2,0,highway,0,100,16.3,1.329
15,5,8,1,0,2,1,city,0,70,25.4,1.515
15,5,8,1,0,2,2,bypass,0,85,19.8,1.401
16,5,8,1,0,2,0,highway,0,100,4.7,1.096
16,5,8,1,0,2,1,city,0,70,13.6,1.276
16,5,8,1,0,2,2,bypass,0,85,11.8,1.238
17,5,8,1,0,0,0,highway,0,100,9.4,1.141
17,5,8,1,0,0,1,city,0,70,7.8,1.118
17,5,8,1,0,0,2,bypass,0,85,14.7,1.22
18,5,8,1,0,1,0,highway,0,100,35.9,1.566
18,5,8,1,0,1,1,city,0,70,42.9,1.676
18,5,8,1,0,1,2,bypass,0,85,31.5,1.497
19,5,8,1,0,2,0,highway,0,100,63.6,2.287
19,5,8,1,0,2,1,city,0,70,70.7,2.431
19,5,8,1,0,2,2,bypass,0,85,50.7,2.026
20,5,8,1,0,1,0,highway,0,100,46.8,1.737
20,5,8,1,0,1,1,city,0,70,48.4,1.763
20,5,8,1,0,1,2,bypass,0,85,41.5,1.654
21,5,8,1,0,2,0,highway,0,100,74.1,2.5
21,5,8,1,0,2,1,city,0,70,76.8,2.554
21,5,8,1,0,2,2,bypass,0,85,67.8,2.373
22,5,8,1,0,0,0,highway,0,100,54.9,1.824
22,5,8,1,0,0,1,city,0,70,53.5,1.802
22,5,8,1,0,0,2,bypass,0,85,45.2,1.677
23,5,8,1,0,2,0,highway,0,100,21.9,1.443
23,5,8,1,0,2,1,city,0,70,27.4,1.554
23,5,8,1,0,2,2,bypass,0,85,19.2,1.388
0,6,8,1,0,2,0,highway,0,100,27.0,1.548
0,6,8,1,0,2,1,city,0,70,32.2,1.652
0,6,8,1,0,2,2,bypass,0,85,29.4,1.595
1,6,8,1,0,2,0,highway,0,100,15.9,1.321
1,6,8,1,0,2,1,city,0,70,11.6,1.235
1,6,8,1,0,2,2,bypass,0,85,17.0,1.345
2,6,8,1,0,1,0,highway,0,100,11.9,1.188
2,6,8,1,0,1,1,city,0,70,12.3,1.194
2,6,8,1,0,1,2,bypass,0,85,6.9,1.109
3,6,8,1,0,1,0,highway,0,100,12.6,1.198
3,6,8,1,0,1,1,city,0,70,14.2,1.224
3,6,8,1,0,1,2,bypass,0,85,11.3,1.178
4,6,8,1,0,2,0,highway,0,100,28.9,1.585
4,6,8,1,0,2,1,city,0,70,29.6,1.599
4,6,8,1,0,2,2,bypass,0,85,25.4,1.515
5,6,8,1,0,0,0,highway,0,100,16.3,1.245
5,6,8,1,0,0,1,city,0,70,18.3,1.275
5,6,8,1,0,0,2,bypass,0,85,15.3,1.23
6,6,8,1,0,1,0,highway,0,100,13.4,1.211
6,6,8,1,0,1,1,city,0,70,15.4,1.243
6,6,8,1,0,1,2,bypass,0,85,8.3,1.131
7,6,8,1,0,2,0,highway,1,100,25.4,1.514
7,6,8,1,0,2,1,city,1,70,12.6,1.254
7,6,8,1,0,2,2,bypass,1,85,12.2,1.248
8,6,8,1,0,2,0,highway,0,100,12.0,1.243
8,6,8,1,0,2,1,city,0,70,11.4,1.23
8,6,8,1,0,2,2,bypass,0,85,11.4,1.231
9,6,8,1,0,2,0,highway,0,100,14.8,1.3
9,6,8,1,0,2,1,city,0,70,8.1,1.164
9,6,8,1,0,2,2,bypass,0,85,10.2,1.207
10,6,8,1,0,0,0,highway,0,100,34.9,1.524
10,6,8,1,0,0,1,city,0,70,42.8,1.642
10,6,8,1,0,0,2,bypass,0,85,29.9,1.448
11,6,8,1,0,2,0,highway,0,100,63.0,2.275
11,6,8,1,0,2,1,city,0,70,67.2,2.36
11,6,8,1,0,2,2,bypass,0,85,53.7,2.088
12,6,8,1,0,2,0,highway,0,100,49.6,2.005
12,6,8,1,0,2,1,city,0,70,51.1,2.034
12,6,8,1,0,2,2,bypass,0,85,41.8,1.846
13,6,8,1,0,0,0,highway,0,100,37.4,1.561
13,6,8,1,0,0,1,city,0,70,39.7,1.595
13,6,8,1,0,0,2,bypass,0,85,29.0,1.435
14,6,8,1,0,1,0,highway,0,100,41.6,1.656
14,6,8,1,0,1,1,city,0,70,41.1,1.647
14,6,8,1,0,1,2,bypass,0,85,32.3,1.509
15,6,8,1,0,0,0,highway,0,100,22.1,1.332
15,6,8,1,0,0,1,city,0,70,23.6,1.353
15,6,8,1,0,0,2,bypass,0,85,22.5,1.338
16,6,8,1,0,1,0,highway,0,100,10.8,1.17
16,6,8,1,0,1,1,city,0,70,2.0,1.032
16,6,8,1,0,1,2,bypass,0,85,2.3,1.036
17,6,8,1,0,2,0,highway,0,100,11.8,1.239
17,6,8,1,0,2,1,city,0,70,18.5,1.375
17,6,8,1,0,2,2,bypass,0,85,15.9,1.322
18,6,8,1,0,1,0,highway,0,100,57.1,1.899
18,6,8,1,0,1,1,city,0,70,69.5,2.094
18,6,8,1,0,1,2,bypass,0,85,54.7,1.862
19,6,8,1,0,2,0,highway,0,100,72.8,2.474
19,6,8,1,0,2,1,city,0,70,77.6,2.57
19,6,8,1,0,2,2,bypass,0,85,61.2,2.239
20,6,8,1,0,2,0,highway,0,100,58.4,2.182
20,6,8,1,0,2,1,city,0,70,61.0,2.236
20,6,8,1,0,2,2,bypass,0,85,48.2,1.976
21,6,8,1,0,1,0,highway,0,100,54.0,1.851
21,6,8,1,0,1,1,city,0,70,57.6,1.908
21,6,8,1,0,1,2,bypass,0,85,49.1,1.773
22,6,8,1,0,2,0,highway,0,100,58.2,2.178
22,6,8,1,0,2,1,city,0,70,71.4,2.447
22,6,8,1,0,2,2,bypass,0,85,46.6,1.943
23,6,8,1,0,1,0,highway,0,100,14.4,1.226
23,6,8,1,0,1,1,city,0,70,11.2,1.177
23,6,8,1,0,1,2,bypass,0,85,14.5,1.228
0,0,8,0,0,2,0,highway,0,100,6.4,1.129
0,0,8,0,0,2,1,city,0,70,9.5,1.193
0,0,8,0,0,2,2,bypass,0,85,10.5,1.213
1,0,8,0,0,0,0,highway,0,100,13.3,1.2
1,0,8,0,0,0,1,city,0,70,14.7,1.221
1,0,8,0,0,0,2,bypass,0,85,16.2,1.243
2,0,8,0,0,2,0,highway,0,100,9.7,1.197
2,0,8,0,0,2,1,city,0,70,7.6,1.153
2,0,8,0,0,2,2,bypass,0,85,11.3,1.229
3,0,8,0,0,0,0,highway,0,100,5.7,1.085
3,0,8,0,0,0,1,city,0,70,2.0,1.03
3,0,8,0,0,0,2,bypass,0,85,7.6,1.114
4,0,8,0,0,1,0,highway,0,100,8.3,1.131
4,0,8,0,0,1,1,city,0,70,10.4,1.164
4,0,8,0,0,1,2,bypass,0,85,4.7,1.075
5,0,8,0,0,2,0,highway,0,100,15.6,1.317
5,0,8,0,0,2,1,city,0,70,14.0,1.283
5,0,8,0,0,2,2,bypass,0,85,9.8,1.199
6,0,8,0,0,1,0,highway,0,100,46.2,1.728
6,0,8,0,0,1,1,city,0,70,55.7,1.878
6,0,8,0,0,1,2,bypass,0,85,42.7,1.673
7,0,8,0,0,1,0,highway,0,100,45.0,1.71
7,0,8,0,0,1,1,city,0,70,43.7,1.688
7,0,8,0,0,1,2,bypass,0,85,37.2,1.585
8,0,8,0,0,1,0,highway,1,100,89.1,2.403
8,0,8,0,0,1,1,city,1,70,98.0,2.543
8,0,8,0,0,1,2,bypass,1,85,84.9,2.337
9,0,8,0,0,2,0,highway,0,100,95.5,2.934
9,0,8,0,0,2,1,city,0,70,92.1,2.865
9,0,8,0,0,2,2,bypass,0,85,93.4,2.892
10,0,8,0,0,0,0,highway,0,100,70.2,2.052
10,0,8,0,0,0,1,city,0,70,72.3,2.085
10,0,8,0,0,0,2,bypass,0,85,61.7,1.926
11,0,8,0,0,0,0,highway,0,100,31.1,1.466
11,0,8,0,0,0,1,city,0,70,39.7,1.595
11,0,8,0,0,0,2,bypass,0,85,25.5,1.382
12,0,8,0,0,0,0,highway,0,100,54.9,1.824
12,0,8,0,0,0,1,city,0,70,58.0,1.87
12,0,8,0,0,0,2,bypass,0,85,46.5,1.698
13,0,8,0,0,1,0,highway,0,100,42.3,1.666
